ingredient_a,ingredient_b,score,shared_compounds,key_compounds,explanation
weinbrand-brandy,whisky,0.848,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,bourbon-whisky,0.834,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,canadian-whisky,0.855,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,finnish-whisky,0.864,30,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 30 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,japanese-whisky,0.841,28,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 28 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,malt-whisky,0.808,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,scotch-whisky,0.828,29,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 29 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,wine,0.814,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,bilberry-wine,0.85,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,botrytized-wine,0.844,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,champagne,0.854,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,cider,0.757,19,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 19 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,plum-wine,0.863,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,port-wine,0.849,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 34 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,red-wine,0.793,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 33 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,rose-wine,0.853,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,sake,0.489,5,Heptanoic Acid;Isovaleric Acid;Ethyl Undecanoate;octanoic acid;Isobutyl Acetate,Good pairing with 5 shared flavor compounds including Heptanoic Acid
weinbrand-brandy,sherry,0.788,35,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 35 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,sparkling-wine,0.838,33,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 33 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,strawberry-wine,0.846,32,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Excellent pairing with 32 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,white-wine,0.72,34,Ethyl dodecanoate;2-Furaldehyde;octanoic acid;1-octanol;1-Hexanol,Strong pairing with 34 shared flavor compounds including Ethyl dodecanoate
weinbrand-brandy,coffee,0.561,24,Thiazole;2-Furaldehyde;Methyl 2-furoate;octanoic acid;1-Hexanol,Good pairing with 24 shared flavor compounds including Thiazole
weinbrand-brandy,mate,0.309,3,nerol;2-Heptanone;2-Phenylethanol,"Subtle pairing; both contain nerol, 2-Heptanone and 2-Phenylethanol"
weinbrand-brandy,black-tea,0.494,8,2-Methylhexanoic Acid;2-Acetylpyridine;Pyridine;cis-3-Hexenyl acetate;Dimethyl trisulfide,Good pairing with 8 shared flavor compounds including 2-Methylhexanoic Acid
gin,rum,0.527,14,Thiamine Hydrochloride;1-propanol;Myrcene;Heptanoic Acid;Beta-Pinene,Good pairing with 14 shared flavor compounds including Thiamine Hydrochloride
gin,whisky,0.581,10,Thiamine Hydrochloride;Heptanoic Acid;CID 644104;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including Thiamine Hydrochloride
gin,bourbon-whisky,0.567,10,1-propanol;Heptanoic Acid;Beta-Pinene;Alpha-Pinene;3-Methyl-1-butanol,Good pairing with 10 shared flavor compounds including 1-propanol
gin,canadian-whisky,0.491,7,Heptanoic Acid;3-Methyl-1-butanol;Nonanal;2-Methyl-1-propanol;Methyl Acetate,Good pairing with 7 shared flavor compounds including Heptanoic Acid
gin,finnish-whisky,0.478,7,Heptanoic Acid;3-Methyl-1-butanol;Nonanal;2-Methyl-1-propanol;Methyl Acetate,Good pairing with 7 shared flavor compounds including Heptanoic Acid
gin,japanese-whisky,0.48,7,Heptanoic Acid;3-Methyl-1-butanol;Nonanal;2-Methyl-1-propanol;Methyl Acetate,Good pairing with 7 shared flavor compounds including Heptanoic Acid
gin,malt-whisky,0.474,8,1-propanol;Heptanoic Acid;3-Methyl-1-butanol;Nonanal;2-Methyl-1-propanol,Good pairing with 8 shared flavor compounds including 1-propanol
gin,scotch-whisky,0.49,8,1-propanol;Heptanoic Acid;3-Methyl-1-butanol;Nonanal;2-Methyl-1-propanol,Good pairing with 8 shared flavor compounds including 1-propanol
gin,wine,0.565,13,Thiamine Hydrochloride;1-propanol;Heptanoic Acid;nerol;CID 644104,Good pairing with 13 shared flavor compounds including Thiamine Hydrochloride
gin,bilberry-wine,0.535,10,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including 1-propanol
gin,botrytized-wine,0.53,10,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including 1-propanol
gin,champagne,0.539,10,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including 1-propanol
gin,cider,0.493,6,1-propanol;3-Methyl-1-butanol;2-Methyl-1-propanol;Methyl Acetate;1-Hexanol,Good pairing with 6 shared flavor compounds including 1-propanol
gin,plum-wine,0.537,10,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including 1-propanol
gin,port-wine,0.564,12,Thiamine Hydrochloride;1-propanol;Heptanoic Acid;nerol;CID 644104,Good pairing with 12 shared flavor compounds including Thiamine Hydrochloride
gin,red-wine,0.478,10,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including 1-propanol
gin,rose-wine,0.528,10,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including 1-propanol
gin,sake,0.638,5,1-propanol;Heptanoic Acid;CID 644104;3-Methyl-1-butanol;thiamine,Strong pairing with 5 shared flavor compounds including 1-propanol
gin,sherry,0.501,12,Thiamine Hydrochloride;1-propanol;Heptanoic Acid;nerol;CID 644104,Good pairing with 12 shared flavor compounds including Thiamine Hydrochloride
gin,sparkling-wine,0.514,10,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including 1-propanol
gin,strawberry-wine,0.531,10,1-propanol;Heptanoic Acid;nerol;3-Methyl-1-butanol;Nonanal,Good pairing with 10 shared flavor compounds including 1-propanol
gin,white-wine,0.439,11,1-propanol;Myrcene;Heptanoic Acid;nerol;3-Methyl-1-butanol,Good pairing with 11 shared flavor compounds including 1-propanol
gin,coffee,0.372,9,Thiamine Hydrochloride;Myrcene;Heptanoic Acid;CID 644104;thiamine,Subtle pairing with 9 shared flavor compounds including Thiamine Hydrochloride
gin,mate,0.383,3,nerol;2-Phenylethanol;Nonanal,"Subtle pairing; both contain nerol, 2-Phenylethanol and Nonanal"
rum,whisky,0.999,81,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;formic acid,Excellent pairing with 81 shared flavor compounds including 2-Methylbutanoic acid
rum,bourbon-whisky,1.0,87,2-Methylbutanoic acid;Beta-Pinene;oleic acid;Propyl Hexanoate;Damascenone,Excellent pairing with 87 shared flavor compounds including 2-Methylbutanoic acid
rum,canadian-whisky,0.99,78,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;formic acid,Excellent pairing with 78 shared flavor compounds including 2-Methylbutanoic acid
rum,finnish-whisky,0.991,80,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;formic acid,Excellent pairing with 80 shared flavor compounds including 2-Methylbutanoic acid
rum,japanese-whisky,0.996,81,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;formic acid,Excellent pairing with 81 shared flavor compounds including 2-Methylbutanoic acid
rum,malt-whisky,1.0,91,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;formic acid,Excellent pairing with 91 shared flavor compounds including 2-Methylbutanoic acid
rum,scotch-whisky,1.0,89,2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;Damascenone;Whiskey lactone,Excellent pairing with 89 shared flavor compounds including 2-Methylbutanoic acid
rum,wine,0.959,83,3-Methylbutanal;Damascenone;Whiskey lactone;Ethyl pentanoate;Geranyl Acetate,Excellent pairing with 83 shared flavor compounds including 3-Methylbutanal
rum,bilberry-wine,0.967,79,3-Methylbutanal;Damascenone;Whiskey lactone;Ethyl pentanoate;Geranyl Acetate,Excellent pairing with 79 shared flavor compounds including 3-Methylbutanal
rum,botrytized-wine,0.973,81,3-Methylbutanal;Damascenone;Whiskey lactone;Ethyl pentanoate;Geranyl Acetate,Excellent pairing with 81 shared flavor compounds including 3-Methylbutanal
rum,champagne,0.969,79,3-Methylbutanal;Damascenone;Whiskey lactone;Ethyl pentanoate;Geranyl Acetate,Excellent pairing with 79 shared flavor compounds including 3-Methylbutanal
rum,cider,0.927,61,Isoamyl butyrate;2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;2-Furaldehyde,Excellent pairing with 61 shared flavor compounds including Isoamyl butyrate
rum,plum-wine,0.973,80,3-Methylbutanal;Damascenone;Whiskey lactone;Ethyl pentanoate;Geranyl Acetate,Excellent pairing with 80 shared flavor compounds including 3-Methylbutanal
rum,port-wine,0.991,88,3-Methylbutanal;Damascenone;Whiskey lactone;Isopentyl formate;Ethyl pentanoate,Excellent pairing with 88 shared flavor compounds including 3-Methylbutanal
rum,red-wine,0.982,92,3-Methylbutanal;Propyl Hexanoate;Damascenone;Whiskey lactone;2-Acetylfuran,Excellent pairing with 92 shared flavor compounds including 3-Methylbutanal
rum,rose-wine,0.972,81,3-Methylbutanal;Damascenone;Whiskey lactone;Ethyl pentanoate;Geranyl Acetate,Excellent pairing with 81 shared flavor compounds including 3-Methylbutanal
rum,sake,0.637,22,oleic acid;Isobutyric Acid;Nonanoic Acid;lauric acid;octanoic acid,Strong pairing with 22 shared flavor compounds including oleic acid
rum,sherry,0.988,98,3-Methylbutanal;oleic acid;delta-Octanolactone;Damascenone;Whiskey lactone,Excellent pairing with 98 shared flavor compounds including 3-Methylbutanal
rum,sparkling-wine,0.98,85,3-Methylbutanal;Damascenone;Whiskey lactone;Ethyl pentanoate;Geranyl Acetate,Excellent pairing with 85 shared flavor compounds including 3-Methylbutanal
rum,strawberry-wine,0.97,80,3-Methylbutanal;Damascenone;Whiskey lactone;Ethyl pentanoate;Geranyl Acetate,Excellent pairing with 80 shared flavor compounds including 3-Methylbutanal
rum,white-wine,0.977,105,3-Methylbutanal;delta-Octanolactone;Propyl Hexanoate;Damascenone;Whiskey lactone,Excellent pairing with 105 shared flavor compounds including 3-Methylbutanal
rum,coffee,0.871,86,"3-Hexanone;2-Methylbutanoic acid;3-Methylbutanal;3,4-Dimethoxystyrene;Damascenone",Excellent pairing with 86 shared flavor compounds including 3-Hexanone
rum,mate,0.707,29,Dodecanal;2-Methoxy-4-Methylphenol;1-Octen-3-Ol;1-Nonanol;2-Methylpyrazine,Strong pairing with 29 shared flavor compounds including Dodecanal
rum,black-tea,0.505,17,"Delta-Nonalactone;2,3-Pentanedione;4-Methylpentanoic Acid;palmitic acid;2-Acetyl-5-Methylfuran",Good pairing with 17 shared flavor compounds including Delta-Nonalactone
rum,green-tea,0.322,5,"gamma-Nonanolactone;2,3,5-Trimethylpyrazine;2-Acetylfuran;2,3,5,6-Tetramethylpyrazine;1-octanol",Subtle pairing with 5 shared flavor compounds including gamma-Nonanolactone
whisky,bourbon-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
whisky,canadian-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
whisky,finnish-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
whisky,japanese-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
whisky,malt-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
whisky,scotch-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
whisky,wine,0.962,63,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 63 shared flavor compounds including Ethyl dodecanoate
whisky,bilberry-wine,0.974,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
whisky,botrytized-wine,0.97,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
whisky,champagne,0.977,59,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 59 shared flavor compounds including Ethyl dodecanoate
whisky,cider,0.917,41,2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 41 shared flavor compounds including 2-Methylbutanoic acid
whisky,plum-wine,0.981,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
whisky,port-wine,0.99,65,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 65 shared flavor compounds including Ethyl dodecanoate
whisky,red-wine,0.958,65,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 65 shared flavor compounds including 1-Decanol
whisky,rose-wine,0.98,61,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 61 shared flavor compounds including Ethyl dodecanoate
whisky,sake,0.768,20,oleic acid;lauric acid;Nonanoic Acid;lactic acid;Isobutyric Acid,Strong pairing with 20 shared flavor compounds including oleic acid
whisky,sherry,0.981,74,"2,6-Dimethylpyridine;oleic acid;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde","Excellent pairing with 74 shared flavor compounds including 2,6-Dimethylpyridine"
whisky,sparkling-wine,0.985,64,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 64 shared flavor compounds including 1-Decanol
whisky,strawberry-wine,0.977,60,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 60 shared flavor compounds including Ethyl dodecanoate
whisky,white-wine,0.912,69,1-Decanol;Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 69 shared flavor compounds including 1-Decanol
whisky,coffee,0.79,56,"2,6-Dimethylpyridine;3-Ethylpyridine;2-Methylpyrazine;2-Methylbutanoic acid;2-Furaldehyde","Strong pairing with 56 shared flavor compounds including 2,6-Dimethylpyridine"
whisky,mate,0.588,13,gamma-Nonanolactone;1-Dodecanol;2-Methylpyrazine;2-Methylbutanoic acid;Propionaldehyde,Good pairing with 13 shared flavor compounds including gamma-Nonanolactone
whisky,black-tea,0.444,9,"2,3-Pentanedione;palmitic acid;Damascenone;2,3,5-Trimethylpyrazine;2,3,5,6-Tetramethylpyrazine","Good pairing with 9 shared flavor compounds including 2,3-Pentanedione"
whisky,green-tea,0.389,5,"gamma-Nonanolactone;2,3,5-Trimethylpyrazine;Ethyl Palmitate;2,3,5,6-Tetramethylpyrazine;1-octanol",Subtle pairing with 5 shared flavor compounds including gamma-Nonanolactone
bourbon-whisky,canadian-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
bourbon-whisky,finnish-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
bourbon-whisky,japanese-whisky,1.0,105,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 105 shared flavor compounds including Butyl laurate
bourbon-whisky,malt-whisky,1.0,106,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 106 shared flavor compounds including Butyl laurate
bourbon-whisky,scotch-whisky,1.0,108,Butyl laurate;2-Methylbutanoic acid;oleic acid;Propyl Hexanoate;farnesol,Excellent pairing with 108 shared flavor compounds including Butyl laurate
bourbon-whisky,wine,0.955,63,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 63 shared flavor compounds including Ethyl dodecanoate
bourbon-whisky,bilberry-wine,0.982,62,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 62 shared flavor compounds including Ethyl dodecanoate
bourbon-whisky,botrytized-wine,0.978,62,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 62 shared flavor compounds including Ethyl dodecanoate
bourbon-whisky,champagne,0.985,62,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 62 shared flavor compounds including Ethyl dodecanoate
bourbon-whisky,cider,0.923,43,2-Methylbutanoic acid;oleic acid;Ethyl dodecanoate;2-Furaldehyde;Isobutyric Acid,Excellent pairing with 43 shared flavor compounds including 2-Methylbutanoic acid
bourbon-whisky,plum-wine,0.989,63,Ethyl dodecanoate;Isopentyl hexanoate;2-Furaldehyde;Isobutyric Acid;lauric acid,Excellent pairing with 63 shared flavor compounds including Ethyl dodecanoate
